vehicle_id,local_x_norm,local_y_norm,global_time_norm,accident
vehicle_892,"[-1.665497207851262, -1.5856222868621093, -1.4735525461277754, -1.3924429061509784, -1.2816078844042889, -1.2002746411280851, -1.089663222680802, -1.021169291710032, -0.947602680785385, -0.8687555250387567, -0.7057738992338289, -0.6245787276458222, -0.5431016643376327, -0.4728772172930011, -0.3218845757868556, -0.2259122449251123, -0.1448998074198031, -0.063089446800829, 0.0186786549686952, 0.1579770785218609, 0.2539494093836043, 0.3323530793277584, 0.4309658801412538, 0.5418664019688343, 0.6228346609924597, 0.6267764491659202, 0.8297833945540642, 0.911610291789886, 0.9937044721632248, 1.117700387139294, 1.199531908959978, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5828398242692148, 1.693534372309754]","[-1.6383500419383703, -1.585378559772802, -1.4472449014403026, -1.396167096283609, -1.256139760942235, -1.205415639907621, -1.0650346204441672, -0.99810313533636, -0.9367395796611292, -0.882263134289079, -0.6828243394480317, -0.6318814188705124, -0.5813866127003332, -0.5162570141485902, -0.3006140584518962, -0.2050614882028623, -0.1538309963232385, -0.1038732419793344, -0.0538469536860145, 0.177148792793273, 0.2727013630423069, 0.3278086484327845, 0.4194346968670738, 0.5593590737894085, 0.6106587511613805, 0.7498273313198089, 0.8460167845365102, 0.8959476851048983, 1.0090494319898553, 1.132674495283612, 1.1825978824426897, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5657407884555363, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_893,"[-1.665497207851262, -1.5843343191766266, -1.4735525461277754, -1.3918069736019316, -1.2816078844042889, -1.2005520781806962, -1.089663222680802, -1.014264409915809, -0.9332231021288672, -0.8521771547739738, -0.7057738992338289, -0.6246200406057372, -0.5558398238433533, -0.4744622223347947, -0.3218845757868556, -0.2259122449251123, -0.1470056710489918, -0.0659105565072922, 0.0151228542480037, 0.1579770785218609, 0.2539494093836043, 0.3352932434252977, 0.4315947910921084, 0.5418664019688343, 0.6233445150433476, 0.7196420290224417, 0.8297833945540642, 0.9110139842615912, 1.006767050484472, 1.117700387139294, 1.198722782507041, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5721093308003158, 1.693534372309754]","[-1.6383500419383703, -1.5873561521163402, -1.4472449014403026, -1.397182128786559, -1.256139760942235, -1.2049773142113795, -1.0650346204441672, -1.005916657638893, -0.9547314488659864, -0.9035535225091954, -0.6828243394480317, -0.6318162054545214, -0.5651763743937482, -0.5145228267677153, -0.3006140584518962, -0.2050614882028623, -0.1506703907333502, -0.0995697282199029, -0.0483721273508901, 0.177148792793273, 0.2727013630423069, 0.3234086467193602, 0.4184339009576663, 0.5593590737894085, 0.609852200830925, 0.7048808642367632, 0.8460167845365102, 0.8969037038265912, 0.9928015904012308, 1.132674495283612, 1.1838893745777384, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5796974551844951, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_894,"[-1.665497207851262, -1.583946999917661, -1.4735525461277754, -1.3993513612649893, -1.2816078844042889, -1.2028166261682878, -1.089663222680802, -1.0085560724320983, -0.9388194558905802, -0.8575612256002821, -0.7057738992338289, -0.6239882993296834, -0.5549328011705315, -0.4734351699352501, -0.3218845757868556, -0.2259122449251123, -0.1442902020283946, -0.0626196993586256, 0.0189549433226004, 0.1579770785218609, 0.2539494093836043, 0.331601248963406, 0.4310912193584251, 0.5418664019688343, 0.6236048521574961, 0.7142858226455021, 0.8297833945540642, 0.907900780693628, 1.007340678209075, 1.117700387139294, 1.1989309785013913, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5827806202051902, 1.693534372309754]","[-1.6383500419383703, -1.5879724182952109, -1.4472449014403026, -1.386643458950042, -1.256139760942235, -1.201583205111307, -1.0650346204441672, -1.013952896411646, -0.948305764471877, -0.897462608876328, -0.6828243394480317, -0.6328264133370132, -0.5664693891208337, -0.5160074960074141, -0.3006140584518962, -0.2050614882028623, -0.1547993175268759, -0.1046152388736858, -0.0542768455734539, 0.177148792793273, 0.2727013630423069, 0.3288539773523952, 0.4192374237143499, 0.5593590737894085, 0.6094333728944596, 0.7126796828568077, 0.8460167845365102, 0.901525623757034, 0.9918911823477992, 1.132674495283612, 1.1835614119555615, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5658344298667188, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_895,"[-1.665497207851262, -1.5912535719052916, -1.4735525461277754, -1.391922872646392, -1.2816078844042889, -1.2046567371496917, -1.089663222680802, -1.014482002917084, -0.9333122411886968, -0.8516266982181104, -0.7057738992338289, -0.6243696962935987, -0.5432056329148411, -0.466374436433161, -0.3218845757868556, -0.2259122449251123, -0.1444528433481393, -0.0690429245433324, 0.0105649009642342, 0.1579770785218609, 0.2539494093836043, 0.3350411753080953, 0.4312810855079073, 0.5418664019688343, 0.6231474013878361, 0.7191886099861768, 0.8297833945540642, 0.91079876308932, 1.0073334586511091, 1.117700387139294, 1.1940776260306296, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5829534508996483, 1.693534372309754]","[-1.6383500419383703, -1.5778001600908012, -1.4472449014403026, -1.396995016186264, -1.256139760942235, -1.1990389756604982, -1.0650346204441672, -1.0056425948861265, -0.9546595504829762, -0.9044997431545082, -0.6828243394480317, -0.6322131800655046, -0.5812211436536553, -0.5239604679335252, -0.3006140584518962, -0.2050614882028623, -0.1545384432418352, -0.0954345241030322, -0.0420659637054528, 0.177148792793273, 0.2727013630423069, 0.3238072929397298, 0.4189365429424483, 0.5593590737894085, 0.6101661392136146, 0.7056093167940979, 0.8460167845365102, 0.8972426816498702, 0.9919027831402912, 1.132674495283612, 1.19053404984815, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5655603915908891, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_896,"[-1.665497207851262, -1.5841332488877042, -1.4735525461277754, -1.3933811107874308, -1.2816078844042889, -1.200599153911667, -1.089663222680802, -1.0085365683345615, -0.9403203279824436, -0.8585550778471229, -0.7057738992338289, -0.6343112321973601, -0.5530146459763907, -0.4717296092990665, -0.3218845757868556, -0.2259122449251123, -0.2424452527828671, -0.1612567778713939, -0.0796726945221401, 0.1579770785218609, 0.2539494093836043, 0.3354000767602897, 0.4312084919036301, 0.5418664019688343, 0.6142389564648227, 0.7193845248019846, 0.8297833945540642, 0.911477699275859, 1.007248821134086, 1.117700387139294, 1.199253857302335, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5827400477635711, 1.693534372309754]","[-1.6383500419383703, -1.5876747746249849, -1.4472449014403026, -1.394719325795492, -1.256139760942235, -1.2049034586718013, -1.0650346204441672, -1.0139836074785904, -0.9467715886632904, -0.896740680343276, -0.6828243394480317, -0.6190438087204034, -0.5682614697556804, -0.517460807313414, -0.3006140584518962, -0.2050614882028623, -0.110937425618393, -0.0599839262666583, -0.0096607014367613, 0.177148792793273, 0.2727013630423069, 0.3232383647514831, 0.4190518754799414, 0.5593590737894085, 0.6221143489108496, 0.7052963530609211, 0.8460167845365102, 0.8961624450895983, 0.9920385082493692, 1.132674495283612, 1.1830468838167645, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5658984635710191, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_897,"[-1.665497207851262, -1.5863467871659065, -1.4735525461277754, -1.3919336060214778, -1.2816078844042889, -1.2074415810731705, -1.089663222680802, -1.008021703697621, -0.9267286521391253, -0.8511183550656253, -0.7057738992338289, -0.6241206370851902, -0.5426548547982138, -0.4702251178583623, -0.3218845757868556, -0.2259122449251123, -0.1442522331077513, -0.0627615207183114, 0.0185588564509143, 0.1579770785218609, 0.2539494093836043, 0.3346428942355345, 0.4184367862571995, 0.5418664019688343, 0.6235593014968228, 0.7195354925499513, 0.8297833945540642, 0.910232147423898, 1.002575148029643, 1.117700387139294, 1.1992601311147666, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5826985657908967, 1.693534372309754]","[-1.6383500419383703, -1.5843112947506648, -1.4472449014403026, -1.396977736385357, -1.256139760942235, -1.1954960065634272, -1.0650346204441672, -1.0148038149576064, -0.9640158672336638, -0.9051662604389952, -0.6828243394480317, -0.6326124587845603, -0.5820996132139191, -0.519409768110007, -0.3006140584518962, -0.2050614882028623, -0.1548604895008746, -0.1043875214400515, -0.0536429561397256, 0.177148792793273, 0.2727013630423069, 0.324428431878718, 0.4351639923213361, 0.5593590737894085, 0.6095070035476019, 0.7050533397498575, 0.8460167845365102, 0.8981203553406693, 0.998845687208146, 1.132674495283612, 1.1830368137068563, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.565963816727073, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_898,"[-1.665497207851262, -1.5887058478015574, -1.4735525461277754, -1.4041170245013046, -1.2816078844042889, -1.2002737276368072, -1.089663222680802, -1.007903128886846, -0.9294031771613764, -0.8483258581418172, -0.7057738992338289, -0.6246745180866752, -0.5435477419129543, -0.4620706420909749, -0.3218845757868556, -0.2259122449251123, -0.1490971326176756, -0.0691605999744118, 0.0123899149553049, 0.1579770785218609, 0.2539494093836043, 0.3350897855488925, 0.4310812270856124, 0.5418664019688343, 0.6160806317085024, 0.7109702204827728, 0.8297833945540642, 0.9110290687812304, 1.006819029416388, 1.117700387139294, 1.1991498910517553, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5832196280160131, 1.693534372309754]","[-1.6383500419383703, -1.5810364192768795, -1.4472449014403026, -1.3812821528636468, -1.256139760942235, -1.2054170918831009, -1.0650346204441672, -1.0149953596573025, -0.9600241144233418, -0.9088954682182324, -0.6828243394480317, -0.6317303894184751, -0.580679568363192, -0.5301848205964731, -0.3006140584518962, -0.2050614882028623, -0.1477794256732181, -0.0949001516913941, -0.044523020672589, 0.177148792793273, 0.2727013630423069, 0.3237307541873701, 0.4192531898863791, 0.5593590737894085, 0.6199446799166954, 0.7167886233801377, 0.8460167845365102, 0.8968798268234268, 0.992720024695296, 1.132674495283612, 1.1832133557376547, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5651342687026526, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_899,"[-1.665497207851262, -1.5837914524977394, -1.4735525461277754, -1.3921142364369754, -1.2816078844042889, -1.2000913828859998, -1.089663222680802, -1.0080066408674062, -0.9261986414565582, -0.8559711385492663, -0.7057738992338289, -0.6246880540424373, -0.5428722646353328, -0.4613316240294067, -0.3218845757868556, -0.2259122449251123, -0.1440844977594371, -0.0625583438093062, 0.0080701888587824, 0.1579770785218609, 0.2539494093836043, 0.3355122362498153, 0.4279722643668929, 0.5418664019688343, 0.6234588409456528, 0.7191940030139681, 0.8297833945540642, 0.9093750107219264, 1.0047340038268318, 1.117700387139294, 1.199161676356367, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.569578933945481, 1.693534372309754]","[-1.6383500419383703, -1.5882228779498353, -1.4472449014403026, -1.3966881619994282, -1.256139760942235, -1.2057080905017863, -1.0650346204441672, -1.0148280914086596, -0.9648665043243642, -0.8997401720778051, -0.6828243394480317, -0.6317090980818162, -0.5817601573447622, -0.5313671847373526, -0.3006140584518962, -0.2050614882028623, -0.1551319683706088, -0.1047157669895882, -0.0400207537734589, 0.177148792793273, 0.2727013630423069, 0.3230587320891537, 0.4238559278045592, 0.5593590737894085, 0.6096688682205875, 0.7056007376227671, 0.8460167845365102, 0.8994093049203471, 0.9958571917181616, 1.132674495283612, 1.183194523201261, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5823244273570425, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_9,"[-1.665497207851262, -1.584410724035978, -1.4735525461277754, -1.403880696673068, -1.2816078844042889, -1.2000703493068927, -1.089663222680802, -1.0086780403748283, -0.9276042119749354, -0.846600427115529, -0.7057738992338289, -0.624437789572072, -0.5429856087889556, -0.4611572490254944, -0.3218845757868556, -0.2259122449251123, -0.1443788638860947, -0.0636782935137699, 0.0177930260286096, 0.1579770785218609, 0.2539494093836043, 0.3356578847710662, 0.4312766892714746, 0.5418664019688343, 0.6230000635884203, 0.7072706597349393, 0.8297833945540642, 0.9115000154278676, 1.006838344582092, 1.117700387139294, 1.1994088675026, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.583406993936458, 1.693534372309754]","[-1.6383500419383703, -1.587235804814276, -1.4472449014403026, -1.381529635309246, -1.256139760942235, -1.2057418075268629, -1.0650346204441672, -1.0137614302048006, -0.9626272974713236, -0.9113832448295623, -0.6828243394480317, -0.6321047746680489, -0.5815701909117686, -0.5316416662952732, -0.3006140584518962, -0.2050614882028623, -0.1546568733160363, -0.1029407629538065, -0.0524367708514518, 0.177148792793273, 0.2727013630423069, 0.322824131890284, 0.4189435378258154, 0.5593590737894085, 0.6103990468168381, 0.7208781433585026, 0.8460167845365102, 0.8961263883979272, 0.9926896686843866, 1.132674495283612, 1.1827972560909317, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5648312912331312, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_90,"[-1.665497207851262, -1.584495383057407, -1.4735525461277754, -1.3923961953709827, -1.2816078844042889, -1.200075674031743, -1.089663222680802, -1.0085725010315874, -0.9268103788163904, -0.8458222012181414, -0.7057738992338289, -0.6247898656176205, -0.5502133920921345, -0.4752766306919633, -0.3218845757868556, -0.2259122449251123, -0.1468700654277428, -0.0652865521275621, 0.0164680556500601, 0.1579770785218609, 0.2539494093836043, 0.3357273759844698, 0.4315381316163278, 0.5418664019688343, 0.6235395273962584, 0.7130583620242926, 0.8297833945540642, 0.8998227836075745, 1.0069147375050465, 1.117700387139294, 1.1994689213549847, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5832623131332042, 1.693534372309754]","[-1.6383500419383703, -1.5871029181055674, -1.4472449014403026, -1.3962406980234268, -1.256139760942235, -1.2057332689883458, -1.0650346204441672, -1.01392704805443, -0.9638910727636376, -0.9126225725474248, -0.6828243394480317, -0.6315493507521525, -0.5714062912180478, -0.5117088039639585, -0.3006140584518962, -0.2050614882028623, -0.1508659192278993, -0.1005417783116572, -0.0504936331446871, 0.177148792793273, 0.2727013630423069, 0.3227116644614595, 0.4185252003821789, 0.5593590737894085, 0.6095389211273662, 0.7142554416195503, 0.8460167845365102, 0.9113436166084182, 0.9925693602904658, 1.132674495283612, 1.1827000829052952, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.565065467224163, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_900,"[-1.665497207851262, -1.5838365884266827, -1.4735525461277754, -1.3937813758042954, -1.2816078844042889, -1.200598535043882, -1.089663222680802, -1.0169915249463135, -0.9351928168053248, -0.8558664417918361, -0.7057738992338289, -0.6243562753304944, -0.5483176781942599, -0.478522688924087, -0.3218845757868556, -0.2259122449251123, -0.1442882171068001, -0.0726716943926293, -0.0022171688763007, 0.1579770785218609, 0.2539494093836043, 0.3349401038613479, 0.4315233121561453, 0.5418664019688343, 0.6232665717135735, 0.7193681043910181, 0.8297833945540642, 0.9109648217795726, 1.0069002833400296, 1.117700387139294, 1.193767155150014, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5828391447656167, 1.693534372309754]","[-1.6383500419383703, -1.588150022993713, -1.4472449014403026, -1.3941186674394224, -1.256139760942235, -1.2049044286240516, -1.0650346204441672, -1.0026229687674078, -0.9526463039138752, -0.8988639191745871, -0.6828243394480317, -0.6322345845381071, -0.5739345681609533, -0.508348958589853, -0.3006140584518962, -0.2050614882028623, -0.1548025128981327, -0.0911932785267198, -0.0263104617064452, 0.177148792793273, 0.2727013630423069, 0.3239659218673393, 0.4185490422458303, 0.5593590737894085, 0.6099766630706491, 0.7053226873910796, 0.8460167845365102, 0.89698141384032, 0.9925921540773932, 1.132674495283612, 1.1909380719771545, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.565741864573019, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
vehicle_901,"[-1.665497207851262, -1.5839219911731934, -1.4735525461277754, -1.3920283839542795, -1.2816078844042889, -1.1999600900181575, -1.089663222680802, -1.0084344286811888, -0.926684282375912, -0.8464974347864712, -0.7057738992338289, -0.62427010537304, -0.5429188104493924, -0.461615210209938, -0.3218845757868556, -0.2259122449251123, -0.1447390118622358, -0.063330066498977, 0.0182187101210166, 0.1579770785218609, 0.2539494093836043, 0.3308682039300309, 0.4258626118942798, 0.5418664019688343, 0.6236312714123229, 0.7190595464092568, 0.8297833945540642, 0.9114726937811574, 1.0073010389432644, 1.117700387139294, 1.1988812303933432, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5830112943615098, 1.693534372309754]","[-1.6383500419383703, -1.5880125707073087, -1.4472449014403026, -1.396825507484536, -1.256139760942235, -1.205919067422132, -1.0650346204441672, -1.0141448598031275, -0.9640894910654296, -0.9115872417125724, -0.6828243394480317, -0.6323723136445203, -0.581676896063448, -0.5309056894144903, -0.3006140584518962, -0.2050614882028623, -0.1540839226603491, -0.1034803253112269, -0.0531004049845879, 0.177148792793273, 0.2727013630423069, 0.3298453420616601, 0.4266800793274172, 0.5593590737894085, 0.6093905988363566, 0.70581402943153, 0.8460167845365102, 0.8961705276654421, 0.9919548313850124, 1.132674495283612, 1.1836400466631838, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5654682133685096, 1.705989916777815]","[-1.6800003323782198, -1.5837401457919646, -1.4874799592057095, -1.3912197726194544, -1.294959586033199, -1.198699399446944, -1.1024392128606888, -1.0061790262744337, -0.9099188396881784, -0.8136586531019232, -0.717398466515668, -0.6211382799294128, -0.5248780933431576, -0.4286179067569025, -0.3323577201706473, -0.2360975335843921, -0.1398373469981369, -0.0435771604118817, 0.0526830261743734, 0.1489432127606286, 0.2452033993468838, 0.341463585933139, 0.4377237725193942, 0.5339839591056493, 0.6302441456919046, 0.7265043322781597, 0.8227645188644149, 0.9190247054506702, 1.0152848920369253, 1.1115450786231804, 1.2078052652094358, 1.3040654517956909, 1.400325638381946, 1.4965858249682011, 1.5928460115544565, 1.6891061981407116]",0
