vehicle_id,local_x_norm,local_y_norm,global_time_norm,accident
vehicle_10779,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3990161487318933, -1.317649982676624, -1.2065571291096264, -1.0953697005717844, -1.0138913706248065, -0.902597373957684, -0.8210937971671869, -0.7396968090983705, -0.6134388840365339, -0.5315584405628061, -0.4349558659224443, -0.3242803941153837, -0.2487544226483402, -0.1551693330772851, -0.0518681716188078, 0.0612642591128165, 0.1339621914812678, 0.2082504670181818, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7209061455607906, 0.796931255470966, 0.9137374272160927, 1.0251258921833173, 1.107066508061938, 1.186229697748031, 1.2680343922323312, 1.4106705454115176, 1.4928209197296562, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4136285113555591, -1.3618756669444745, -1.2200467001503206, -1.078373355167725, -1.0267978439072898, -0.885293779231454, -0.8337583015875754, -0.7820541024147807, -0.5956744153270476, -0.54474176345345, -0.4485526614933338, -0.306055051422641, -0.2460753826637937, -0.1461579666279651, -0.0585954832113764, 0.080104100449901, 0.1434924349493801, 0.2050032201438961, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7111606906549955, 0.7705043876129485, 0.9041473281570466, 1.0455019801312562, 1.0963374605758616, 1.151411297222254, 1.2024659107874422, 1.4316611320037982, 1.4821558524794392, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_1078,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3995605033057734, -1.3214478096365772, -1.206477224908333, -1.0953697005717844, -1.0140560688956195, -0.902597373957684, -0.820618906038699, -0.7466241869302136, -0.6134388840365339, -0.5378691473246432, -0.444166279205647, -0.3242803941153837, -0.2428468096275475, -0.1459332128961281, -0.0495245393785539, 0.0612642591128165, 0.1429760035117691, 0.220220377757702, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7213980439827866, 0.7897105448521288, 0.9098912602047464, 1.0251258921833173, 1.1068732620479975, 1.1885048034804222, 1.2700812886192128, 1.4106705454115176, 1.4919902653609751, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.412760243364397, -1.3562016697026498, -1.2201741379289446, -1.078373355167725, -1.0265377452897324, -0.885293779231454, -0.8345195573672246, -0.7726548259728475, -0.5956744153270476, -0.5357500727976251, -0.4359638318076085, -0.306055051422641, -0.2544086944785423, -0.158712788342593, -0.0622094506475385, 0.080104100449901, 0.1313078202478309, 0.1890503710668774, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7103779700674369, 0.7784841031143308, 0.9097692140407128, 1.0455019801312562, 1.0966486226053624, 1.1479805165040822, 1.1994001394752851, 1.4316611320037982, 1.4834871595990555, 1.6247407079400693, 1.7212804959082049]","[-1.7605572471200286, -1.6643886880005685, -1.5682201288811084, -1.4720515697616483, -1.3758830106421884, -1.2797144515227283, -1.1835458924032682, -1.0873773332838084, -0.9912087741643484, -0.8950402150448882, -0.7988716559254282, -0.7027030968059681, -0.6065345376865081, -0.510365978567048, -0.414197419447588, -0.3180288603281279, -0.2218603012086679, -0.1256917420892079, -0.0295231829697478, 0.0666453761497122, 0.1628139352691722, 0.2589824943886323, 0.3551510535080923, 0.4513196126275524, 0.5474881717470124, 0.6436567308664725, 0.7398252899859324, 0.8359938491053925, 0.9321624082248524, 1.0283309673443126, 1.1244995264637727, 1.2206680855832326, 1.316836644702693, 1.4130052038221528, 1.5091737629416129, 1.6053423220610727]",0
vehicle_10780,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4069396282328308, -1.32528493004313, -1.216119351626937, -1.0953697005717844, -1.014023408422489, -0.902597373957684, -0.8296615517288866, -0.7499581883742171, -0.6134388840365339, -0.5315878261715272, -0.4351618359078593, -0.3242803941153837, -0.2490009319256037, -0.1476255241995696, -0.0498956374104998, 0.0612642591128165, 0.1430829264094756, 0.2245814728242378, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7210586822096081, 0.8030814311026631, 0.9022764730368068, 1.0251258921833173, 1.1066425784091722, 1.1887420675442124, 1.2583528415219565, 1.4106705454115176, 1.492127613936651, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4026437935151563, -1.3513488611282929, -1.2072959650953967, -1.078373355167725, -1.026589178500647, -0.885293779231454, -0.8221801861459493, -0.7678935562746924, -0.5956744153270476, -0.5446944023216487, -0.4482188186332523, -0.306055051422641, -0.2457652993951231, -0.1560708013427348, -0.0616131050634583, 0.080104100449901, 0.131136247122377, 0.1826797048427942, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7109197447465848, 0.7616221737258905, 0.918868773176538, 1.0455019801312562, 1.0970166531334935, 1.147594329472714, 1.214368666087592, 1.4316611320037982, 1.4832703235469495, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10781,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3992178472470522, -1.3175451434242889, -1.2059918451977694, -1.0953697005717844, -1.0138887253069822, -0.902597373957684, -0.8205341387788603, -0.7383540719265648, -0.6134388840365339, -0.5318206170046814, -0.4353663597840175, -0.3242803941153837, -0.2427837678405325, -0.1464955352785383, -0.0501150632663452, 0.0612642591128165, 0.1433096247128592, 0.2249936648799493, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7211781048537077, 0.8032824375013461, 0.914082619638552, 1.0251258921833173, 1.1071893740858914, 1.188785665542259, 1.2701560027538752, 1.4106705454115176, 1.4920178805356794, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4133044009406348, -1.3620382337986685, -1.2209578967277923, -1.078373355167725, -1.0268020365169643, -0.885293779231454, -0.8346571138701643, -0.7842108866346152, -0.5956744153270476, -0.5443213502972926, -0.4478902934166888, -0.306055051422641, -0.2545085480904958, -0.1578137609807596, -0.0612649851643693, 0.080104100449901, 0.130769806662289, 0.1820178516712597, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7107300000061791, 0.7612997882530165, 0.903598402370812, 1.0455019801312562, 1.0961382443671477, 1.1475263311607995, 1.1992725961440065, 1.4316611320037982, 1.4834436650278542, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10782,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.399113455267209, -1.3173734714583762, -1.2060043196905346, -1.0953697005717844, -1.0138460953957191, -0.902597373957684, -0.8240480883595168, -0.7443859255064311, -0.6134388840365339, -0.5316903926567378, -0.435488740698718, -0.3242803941153837, -0.2480962867426416, -0.1458496827624092, -0.05002519735222, 0.0612642591128165, 0.1434589542947434, 0.2255724568179757, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7196023628931324, 0.8015351776752788, 0.9016606893286848, 1.0251258921833173, 1.0938345609006486, 1.1755393926527111, 1.2457212247007956, 1.4106705454115176, 1.492459486198007, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4134717923326885, -1.3623133090147823, -1.2209375429254514, -1.078373355167725, -1.026869667260236, -0.885293779231454, -0.8293450822356664, -0.7749978185578945, -0.5956744153270476, -0.5445295711262521, -0.4476951072989668, -0.306055051422641, -0.2469162631115664, -0.1588482291386719, -0.0614071603634523, 0.080104100449901, 0.1305264133986033, 0.1810812630391507, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7131584590646886, 0.7640065518789125, 0.919512858449737, 1.0455019801312562, 1.1132071409401734, 1.1644219255833632, 1.2305938808159262, 1.4316611320037982, 1.4827410594985002, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10783,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4006184433512645, -1.3190251378312008, -1.2066318867825967, -1.0953697005717844, -1.0133574957339453, -0.902597373957684, -0.821249814480736, -0.739342714544194, -0.6134388840365339, -0.5318905818816834, -0.4353848446360148, -0.3242803941153837, -0.2500821763080669, -0.1458949821760354, -0.0494825978291285, 0.0612642591128165, 0.1309476213404626, 0.2085177909969034, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7084633062837882, 0.7880690561756597, 0.9145500800325548, 1.0251258921833173, 1.096919970627812, 1.1790976867023704, 1.2517393140803452, 1.4106705454115176, 1.4923811568064578, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4111290556403564, -1.3597362128257189, -1.2199278684291497, -1.078373355167725, -1.0276538183420123, -0.885293779231454, -0.833511599778599, -0.7826219632916197, -0.5956744153270476, -0.5442099651079831, -0.4478607453795584, -0.306055051422641, -0.2444353166566966, -0.1587747159500599, -0.0622774622953955, 0.080104100449901, 0.1468024411787556, 0.2041051758319193, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7268710049327387, 0.7813011299312785, 0.9028417419049368, 1.0455019801312562, 1.109915466799485, 1.160365535615325, 1.2238185922785192, 1.4316611320037982, 1.4828666655917535, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10784,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3993099853383342, -1.3171621049214757, -1.2060817242275566, -1.0953697005717844, -1.013699225064768, -0.902597373957684, -0.8210735659974037, -0.7394908375642827, -0.6134388840365339, -0.5388362945169775, -0.4349130423649994, -0.3242803941153837, -0.2444718276004118, -0.1464278137476154, -0.0606439374128685, 0.0612642591128165, 0.1407640545862346, 0.2221857473089587, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7213888925767554, 0.7933670966930318, 0.914483748848478, 1.0251258921833173, 1.106867591788981, 1.1857560859525016, 1.2677142903499226, 1.4106705454115176, 1.4923838026106226, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4131572884378725, -1.362658497890792, -1.2208114988513328, -1.078373355167725, -1.0271036269181264, -0.885293779231454, -0.83379041333028, -0.7823807281943532, -0.5956744153270476, -0.5345464436898141, -0.4486224541657008, -0.306055051422641, -0.2519236974042184, -0.1579208771638812, -0.0475370673258399, 0.080104100449901, 0.1346893569172461, 0.1863545192669431, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7103926849708265, 0.7745996989514106, 0.9029500636798728, 1.0455019801312562, 1.0966577131351916, 1.1521255604002554, 1.2029325888308977, 1.4316611320037982, 1.482862429868781, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10785,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4089800570489848, -1.336091902158418, -1.2066254876350604, -1.0953697005717844, -1.0132866829959837, -0.902597373957684, -0.8285515962487121, -0.7471062023336897, -0.6134388840365339, -0.5320487674809636, -0.435137040289213, -0.3242803941153837, -0.2425900849672681, -0.1480295717209424, -0.0495061882681193, 0.0612642591128165, 0.1395313311423951, 0.2097796648869502, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7139429058837752, 0.7954601087707397, 0.9134768287687414, 1.0251258921833173, 1.1026763674656408, 1.184015837443057, 1.265844361376517, 1.4106705454115176, 1.4924466765479498, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4002761484324135, -1.3371073361241883, -1.2199380252638552, -1.078373355167725, -1.027768866105617, -0.885293779231454, -0.8234903639877711, -0.7718626917399583, -0.5956744153270476, -0.5439593655405616, -0.4482588479020027, -0.306055051422641, -0.2548170317581369, -0.1554669662320564, -0.0622391929736807, 0.080104100449901, 0.1364481647811782, 0.202549292017891, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7207645855182744, 0.7722784383399548, 0.9045563851167144, 1.0455019801312562, 1.102831450292037, 1.1546263763375657, 1.2056426662575048, 1.4316611320037982, 1.4827616299309831, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10786,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3991202901327315, -1.3176255812689, -1.2060491986431576, -1.0953697005717844, -1.0189510089246647, -0.902597373957684, -0.8207394479231132, -0.7393066624623646, -0.6134388840365339, -0.5368007357312778, -0.4352112139625234, -0.3242803941153837, -0.2521124155232875, -0.1541111889804189, -0.0500787998187685, 0.0612642591128165, 0.1384216134409707, 0.2201124008303829, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7211176820624012, 0.8026557493943868, 0.9139999506350048, 1.0251258921833173, 1.1066902997778072, 1.1808379472501815, 1.262752430875402, 1.4106705454115176, 1.4923692990233055, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.413460809367569, -1.3619112650032532, -1.2208644101643715, -1.078373355167725, -1.0195389786398292, -0.885293779231454, -0.8343248302729547, -0.7826772094623294, -0.5956744153270476, -0.5371271065840668, -0.4481392338658491, -0.306055051422641, -0.24206209783863, -0.1473974239934047, -0.061322290921355, 0.080104100449901, 0.1379632489473368, 0.1892005036970014, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7108261249296214, 0.7623068409450491, 0.9037306097920133, 1.0455019801312562, 1.0969408200647637, 1.158621591343323, 1.2094993039027229, 1.4316611320037982, 1.4828856429772324, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10787,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.39948682131828, -1.3180798882864753, -1.2060084241179987, -1.0953697005717844, -1.014045951601909, -0.902597373957684, -0.8205847927807819, -0.7385641394141583, -0.6134388840365339, -0.5387572213988844, -0.4350722945662724, -0.3242803941153837, -0.2424971094411898, -0.1547671489914515, -0.049419343992781, 0.0612642591128165, 0.1375824331267811, 0.2196184744369127, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.6253602584787095, 0.699174748761438, 0.9144636609484904, 1.0251258921833173, 1.1068968148970404, 1.1787362969811288, 1.2543567712682502, 1.4106705454115176, 1.492144773665947, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.412876578372937, -1.3611880886688106, -1.2209308484718602, -1.078373355167725, -1.026553670183077, -0.885293779231454, -0.834574852882891, -0.7838690232540213, -0.5956744153270476, -0.5346433831671311, -0.4483635774380395, -0.306055051422641, -0.254966039616899, -0.1466240829979952, -0.0623802724343789, 0.080104100449901, 0.1390692222464286, 0.1897500727668983, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7548260686449165, 0.8169064154291652, 0.902982805109724, 1.0455019801312562, 1.096610838738209, 1.160973521818475, 1.2208336198014724, 1.4316611320037982, 1.4832431431642816, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",1
vehicle_10788,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3989563959791134, -1.3219453556599736, -1.2067714742637805, -1.0953697005717844, -1.018278813895851, -0.902597373957684, -0.8207026971372656, -0.7389370031463446, -0.6134388840365339, -0.535323722188649, -0.4414517225581101, -0.3242803941153837, -0.2506901540973129, -0.2445964869669156, -0.0517263476470458, 0.0612642591128165, 0.1431006204314356, 0.2162504555030306, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7215799076301193, 0.7899761059869851, 0.9141917974099326, 1.0251258921833173, 1.1070028152086466, 1.176829825644633, 1.258911383399833, 1.4106705454115176, 1.491789132633451, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4137250795834844, -1.3556707083202302, -1.219707006406464, -1.078373355167725, -1.020425393243301, -0.885293779231454, -0.8343840893663231, -0.7832668394043999, -0.5956744153270476, -0.5391192614837422, -0.4392498552266989, -0.306055051422641, -0.2437081953552249, -0.1144359526868152, -0.0588044350442501, 0.080104100449901, 0.1311077771833232, 0.1939724070262955, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7100843159809737, 0.7781061263124196, 0.9034230699423348, 1.0455019801312562, 1.0964403091714028, 1.1629877682313874, 1.2135946326729583, 1.4316611320037982, 1.4838024114878987, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",1
vehicle_10789,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4066992358946224, -1.3245159808264375, -1.2067638591277876, -1.0953697005717844, -1.0192477627488643, -0.902597373957684, -0.820565707398317, -0.7384139910260477, -0.6134388840365339, -0.5316789800107825, -0.4349467979228052, -0.3242803941153837, -0.243065110681643, -0.1458747096471979, -0.0495030509311588, 0.0612642591128165, 0.1427780315533678, 0.2124439803735583, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7210840955080076, 0.803236460378432, 0.9101355954675692, 1.0251258921833173, 1.0975782683326003, 1.174322247158823, 1.2559036537825214, 1.4106705454115176, 1.4928646154131862, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.40293319283173, -1.3524921763393696, -1.21971902137996, -1.078373355167725, -1.019154310183651, -0.885293779231454, -0.8346058254888311, -0.7841132954456639, -0.5956744153270476, -0.5445478755289955, -0.4485674291977201, -0.306055051422641, -0.2540649958484257, -0.1588075965978009, -0.0622442801841294, 0.080104100449901, 0.1316233986376291, 0.1983399853575655, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7108794485775718, 0.7613709201281675, 0.9094363099040907, 1.0455019801312562, 1.1091717313449212, 1.167579804974841, 1.218991594339825, 1.4316611320037982, 1.4820844673117286, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
